component_name,component_type,Table,CRUD,SQL
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,RMK_INV_ERROR_LOG,CREATE,"  INSERT INTO RMK_INV_ERROR_LOG (ERR_ID,  Module_Name,  Error_Message,  CREATION_DATE)  VALUES (l_errid,  v_message,  SYSDATE);"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,RC_BTS_CYCLE_UPLOAD_DATA,CREATE,"  INSERT INTO RC_BTS_CYCLE_UPLOAD_DATA (REQUEST_ID,  REFRESH_PART_NUMBER,  TAN_ID,  SITE_ID,  CYCLE_ROHS_CNT,  CYCLE_NROHS_CNT,  IFS_ROHS_CNT,  IFS_NROHS_CNT,  USER_COMMENTS,  ADJ_ROHS_QTY,  ADJ_NROHS_QTY,  UPLOADED_DATE,  UPLOADED_BY,  FILE_NAME,  V_ATTR1)  VALUES (  rc_bts_inv_seq.NEXTVAL,  ltab_bts_data_tab (rec).REFRESH_PART_NUMBER,  ltab_bts_data_tab (rec).TAN_ID,  ltab_bts_data_tab (rec).SITE_ID,  ltab_bts_data_tab (rec).CYCLE_ROHS_CNT,  ltab_bts_data_tab (rec).CYCLE_NROHS_CNT,  ltab_bts_data_tab (rec).IFS_ROHS_CNT,  ltab_bts_data_tab (rec).IFS_NROHS_CNT,  ltab_bts_data_tab (rec).USER_COMMENTS,  ltab_bts_data_tab (rec).CYCLE_ROHS_CNT  ltab_bts_data_tab (rec).CYCLE_NROHS_CNT  SYSDATE,  i_login_user, --ltab_bts_data_tab (rec).UPLOADED_BY,  UPPER (  TRIM (ltab_bts_data_tab (rec).FILE_NAME)),  lv_upload_id);"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,XXCPO_RMK_INV_MASTER_TEMP,CREATE,  INSERT INTO XXCPO_RMK_INV_MASTER_TEMP  SELECT *  FROM RMKTGADM.XXCPO_RMK_INVENTORY_MASTER  WHERE part_number =  ltab_bts_cycle_data (rec).refresh_part_number  AND site_code =  ltab_bts_inv_data (rec).site_id  AND inventory_flow = 'Retail'  AND rohs_compliant = 'YES';
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,RMKTGADM.XXCPO_RMK_INVENTORY_MASTER,READ,  INSERT INTO XXCPO_RMK_INV_MASTER_TEMP  SELECT *  FROM RMKTGADM.XXCPO_RMK_INVENTORY_MASTER  WHERE part_number =  ltab_bts_cycle_data (rec).refresh_part_number  AND site_code =  ltab_bts_inv_data (rec).site_id  AND inventory_flow = 'Retail'  AND rohs_compliant = 'YES';
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,XXCPO_RMK_INV_MASTER_TEMP,CREATE,  INSERT INTO XXCPO_RMK_INV_MASTER_TEMP  SELECT *  FROM RMKTGADM.XXCPO_RMK_INVENTORY_MASTER  WHERE part_number =  ltab_bts_cycle_data (rec).refresh_part_number  AND site_code =  ltab_bts_inv_data (rec).site_id  AND inventory_flow = 'Outlet'  AND rohs_compliant = 'YES';
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,RMKTGADM.XXCPO_RMK_INVENTORY_MASTER,READ,  INSERT INTO XXCPO_RMK_INV_MASTER_TEMP  SELECT *  FROM RMKTGADM.XXCPO_RMK_INVENTORY_MASTER  WHERE part_number =  ltab_bts_cycle_data (rec).refresh_part_number  AND site_code =  ltab_bts_inv_data (rec).site_id  AND inventory_flow = 'Outlet'  AND rohs_compliant = 'YES';
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,XXCPO_RMK_INV_MASTER_TEMP,CREATE,  INSERT INTO XXCPO_RMK_INV_MASTER_TEMP  SELECT *  FROM RMKTGADM.XXCPO_RMK_INVENTORY_MASTER  WHERE part_number =  ltab_bts_cycle_data (rec).refresh_part_number  AND site_code =  ltab_bts_inv_data (rec).site_id  AND inventory_flow = 'Retail'  AND rohs_compliant = 'NO';
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,RMKTGADM.XXCPO_RMK_INVENTORY_MASTER,READ,  INSERT INTO XXCPO_RMK_INV_MASTER_TEMP  SELECT *  FROM RMKTGADM.XXCPO_RMK_INVENTORY_MASTER  WHERE part_number =  ltab_bts_cycle_data (rec).refresh_part_number  AND site_code =  ltab_bts_inv_data (rec).site_id  AND inventory_flow = 'Retail'  AND rohs_compliant = 'NO';
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,XXCPO_RMK_INV_MASTER_TEMP,CREATE,  INSERT INTO XXCPO_RMK_INV_MASTER_TEMP  SELECT *  FROM RMKTGADM.XXCPO_RMK_INVENTORY_MASTER  WHERE part_number =  ltab_bts_cycle_data (rec).refresh_part_number  AND site_code =  ltab_bts_inv_data (rec).site_id  AND inventory_flow = 'Outlet'  AND rohs_compliant = 'NO';
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,RMKTGADM.XXCPO_RMK_INVENTORY_MASTER,READ,  INSERT INTO XXCPO_RMK_INV_MASTER_TEMP  SELECT *  FROM RMKTGADM.XXCPO_RMK_INVENTORY_MASTER  WHERE part_number =  ltab_bts_cycle_data (rec).refresh_part_number  AND site_code =  ltab_bts_inv_data (rec).site_id  AND inventory_flow = 'Outlet'  AND rohs_compliant = 'NO';
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,rc_bts_cycle_upload_data rbc,UPDATE,"  UPDATE rc_bts_cycle_upload_data rbc  SET is_bts_processed =  ltab_bts_cycle_data (indx).is_bts_processed,  d_attr1 = SYSDATE, --BTS processed updated Date  v_attr3 = i_login_user --BTS processed updated By  WHERE rbc.request_id = ltab_bts_cycle_data (indx).request_id;"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,rc_bts_cycle_upload_data rbc,UPDATE,"  UPDATE rc_bts_cycle_upload_data rbc  SET adj_rohs_qty = ltab_bts_cycle_data (rec).adj_rohs_qty,  adj_nrohs_qty = ltab_bts_cycle_data (rec).adj_nrohs_qty,  approver_comments =  ltab_bts_cycle_data (rec).approver_comments,  action = ltab_bts_cycle_data (rec).action,  is_bts_processed =  ltab_bts_cycle_data (rec).is_bts_processed,  processed_date = SYSDATE,  processed_by = i_login_user  WHERE rbc.request_id = ltab_bts_cycle_data (rec).request_id;"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,DUAL,READ,"  SELECT RMK_INV_ERROR_S.NEXTVAL INTO l_errid FROM DUAL;
"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,DUAL,READ,"  SELECT RMK_INV_ERROR_S.NEXTVAL INTO l_errid FROM DUAL;
"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,TABLE (CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB)),READ,"  SELECT *  FROM TABLE (CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB));
"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,TABLE,READ,  SELECT COUNT (1)  INTO lv_invalid_data_cnt  FROM TABLE (CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB)) tab_data  WHERE tab_data.SITE_ID != lv_site_code;
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,rc_bts_cycle_upload_data,READ,"  SELECT LISTAGG (v_attr1, ',')  WITHIN GROUP (ORDER BY v_attr1, ',')  INTO lv_bts_files  FROM rc_bts_cycle_upload_data  WHERE TRUNC (UPLOADED_DATE) = TRUNC (SYSDATE)  GROUP BY v_attr1  HAVING COUNT (*) = lv_upld_rec_cnt;"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,DUAL  CONNECT BY REGEXP_SUBSTR (lv_bts_files,READ,"  FOR rec IN ( SELECT DISTINCT REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  file_name  FROM DUAL  CONNECT BY REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  IS NOT NULL)  LOOP  BEGIN  SELECT DECODE (COUNT (1), 0, 'YES', 'NO')  INTO lv_dataExists_flag  FROM TABLE (  CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB)) tab_data  WHERE NOT EXISTS  (SELECT 1  FROM rc_bts_cycle_upload_data rbc  WHERE 1 = 1 --rbc.v_attr1=rec.file_name  AND refresh_part_number =  tab_data.refresh_part_number  AND tan_id = tab_data.tan_id  AND site_id = tab_data.site_id  AND cycle_rohs_cnt =  tab_data.cycle_rohs_cnt  AND cycle_nrohs_cnt =  tab_data.cycle_nrohs_cnt  AND ifs_rohs_cnt =  tab_data.ifs_rohs_cnt  AND ifs_nrohs_cnt =  tab_data.ifs_nrohs_cnt  AND TRUNC (uploaded_date) =  TRUNC (SYSDATE));
"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,1,READ,"  FOR rec IN ( SELECT DISTINCT REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  file_name  FROM DUAL  CONNECT BY REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  IS NOT NULL)  LOOP  BEGIN  SELECT DECODE (COUNT (1), 0, 'YES', 'NO')  INTO lv_dataExists_flag  FROM TABLE (  CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB)) tab_data  WHERE NOT EXISTS  (SELECT 1  FROM rc_bts_cycle_upload_data rbc  WHERE 1 = 1 --rbc.v_attr1=rec.file_name  AND refresh_part_number =  tab_data.refresh_part_number  AND tan_id = tab_data.tan_id  AND site_id = tab_data.site_id  AND cycle_rohs_cnt =  tab_data.cycle_rohs_cnt  AND cycle_nrohs_cnt =  tab_data.cycle_nrohs_cnt  AND ifs_rohs_cnt =  tab_data.ifs_rohs_cnt  AND ifs_nrohs_cnt =  tab_data.ifs_nrohs_cnt  AND TRUNC (uploaded_date) =  TRUNC (SYSDATE));
"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,LEVEL)  IS NOT NULL)  LOOP  BEGIN,READ,"  FOR rec IN ( SELECT DISTINCT REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  file_name  FROM DUAL  CONNECT BY REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  IS NOT NULL)  LOOP  BEGIN  SELECT DECODE (COUNT (1), 0, 'YES', 'NO')  INTO lv_dataExists_flag  FROM TABLE (  CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB)) tab_data  WHERE NOT EXISTS  (SELECT 1  FROM rc_bts_cycle_upload_data rbc  WHERE 1 = 1 --rbc.v_attr1=rec.file_name  AND refresh_part_number =  tab_data.refresh_part_number  AND tan_id = tab_data.tan_id  AND site_id = tab_data.site_id  AND cycle_rohs_cnt =  tab_data.cycle_rohs_cnt  AND cycle_nrohs_cnt =  tab_data.cycle_nrohs_cnt  AND ifs_rohs_cnt =  tab_data.ifs_rohs_cnt  AND ifs_nrohs_cnt =  tab_data.ifs_nrohs_cnt  AND TRUNC (uploaded_date) =  TRUNC (SYSDATE));
"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,TABLE,READ,"  FOR rec IN ( SELECT DISTINCT REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  file_name  FROM DUAL  CONNECT BY REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  IS NOT NULL)  LOOP  BEGIN  SELECT DECODE (COUNT (1), 0, 'YES', 'NO')  INTO lv_dataExists_flag  FROM TABLE (  CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB)) tab_data  WHERE NOT EXISTS  (SELECT 1  FROM rc_bts_cycle_upload_data rbc  WHERE 1 = 1 --rbc.v_attr1=rec.file_name  AND refresh_part_number =  tab_data.refresh_part_number  AND tan_id = tab_data.tan_id  AND site_id = tab_data.site_id  AND cycle_rohs_cnt =  tab_data.cycle_rohs_cnt  AND cycle_nrohs_cnt =  tab_data.cycle_nrohs_cnt  AND ifs_rohs_cnt =  tab_data.ifs_rohs_cnt  AND ifs_nrohs_cnt =  tab_data.ifs_nrohs_cnt  AND TRUNC (uploaded_date) =  TRUNC (SYSDATE));"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,rc_bts_cycle_upload_data,READ,"  FOR rec IN ( SELECT DISTINCT REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  file_name  FROM DUAL  CONNECT BY REGEXP_SUBSTR (lv_bts_files,  1,  LEVEL)  IS NOT NULL)  LOOP  BEGIN  SELECT DECODE (COUNT (1), 0, 'YES', 'NO')  INTO lv_dataExists_flag  FROM TABLE (  CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB)) tab_data  WHERE NOT EXISTS  (SELECT 1  FROM rc_bts_cycle_upload_data rbc  WHERE 1 = 1 --rbc.v_attr1=rec.file_name  AND refresh_part_number =  tab_data.refresh_part_number  AND tan_id = tab_data.tan_id  AND site_id = tab_data.site_id  AND cycle_rohs_cnt =  tab_data.cycle_rohs_cnt  AND cycle_nrohs_cnt =  tab_data.cycle_nrohs_cnt  AND ifs_rohs_cnt =  tab_data.ifs_rohs_cnt  AND ifs_nrohs_cnt =  tab_data.ifs_nrohs_cnt  AND TRUNC (uploaded_date) =  TRUNC (SYSDATE));"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,TABLE,READ,  SELECT COUNT (1)  INTO lv_unmatched_cnt  FROM TABLE (CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB)) tab_data  WHERE NOT EXISTS  (SELECT 1  FROM crpadm.rc_product_master rpm  WHERE refresh_part_number =  tab_data.refresh_part_number  AND tan_id = tab_data.tan_id);
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,crpadm.rc_product_master,READ,  SELECT COUNT (1)  INTO lv_unmatched_cnt  FROM TABLE (CAST (ltab_bts_data_tab AS RC_BTS_CYCLE_DATA_TAB)) tab_data  WHERE NOT EXISTS  (SELECT 1  FROM crpadm.rc_product_master rpm  WHERE refresh_part_number =  tab_data.refresh_part_number  AND tan_id = tab_data.tan_id);
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,crpadm.rc_product_master,READ,  SELECT COUNT (1)  INTO lv_part_exists_cnt  FROM crpadm.rc_product_master rpm  WHERE refresh_part_number =  ltab_bts_data_tab (rec).refresh_part_number  AND tan_id = ltab_bts_data_tab (rec).tan_id;
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,RC_BTS_CYCLE_UPLOAD_DATA,READ,"  || ' SELECT REQUEST_ID,  REFRESH_PART_NUMBER,  TAN_ID,  SITE_ID,  CYCLE_ROHS_CNT,  CYCLE_NROHS_CNT,  IFS_ROHS_CNT,  IFS_NROHS_CNT,  USER_COMMENTS,  ADJ_ROHS_QTY,  CASE  WHEN SITE_ID = ''LRO'' THEN NVL(SP.LRO_RHS_QUANTITY,0)  WHEN SITE_ID = ''FVE'' THEN NVL(SP.FVE_RHS_QUANTITY,0)  ELSE 0  END  STRATEGIC_MASKED_QTY_RHS,  ADJ_NROHS_QTY,  CASE  WHEN SITE_ID = ''LRO'' THEN NVL(SP.LRO_NRHS_QUANTITY,0)  WHEN SITE_ID = ''FVE'' THEN 0  ELSE 0  END  STRATEGIC_MASKED_QTY_NONROHS,  TO_CHAR (UPLOADED_DATE, ''DD-Mon-YYYY HH:Mi:SS'') UPLOADED_DATE,  UPLOADED_BY,  FILE_NAME,  APPROVER_COMMENTS,  ACTION,  IS_BTS_PROCESSED,  TO_CHAR (PROCESSED_DATE, ''DD-Mon-YYYY HH:Mi:SS'') PROCESSED_DATE,  PROCESSED_BY,  V_ATTR1,  V_ATTR2,  V_ATTR3,  V_ATTR4,  N_ATTR1,  N_ATTR2,  N_ATTR3,  N_ATTR4,  D_ATTR1,  D_ATTR2,  D_ATTR3,  D_ATTR4  FROM RC_BTS_CYCLE_UPLOAD_DATA bts  LEFT OUTER JOIN (SELECT partnumber,  LRO_RHS_QUANTITY,  LRO_NRHS_QUANTITY,  FVE_RHS_QUANTITY,  TOTAL_QUANTITY,  CREATED_ON  FROM RC_INV_STR_INV_MASK_MV  WHERE TRUNC (CREATED_ON) =  (SELECT TRUNC (MAX (CREATED_ON)) FROM RC_INV_STR_INV_MASK_MV)  ) SP  ON (BTS.REFRESH_PART_NUMBER = SP.PARTNUMBER) ';"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,,READ,"  || ' SELECT REQUEST_ID,  REFRESH_PART_NUMBER,  TAN_ID,  SITE_ID,  CYCLE_ROHS_CNT,  CYCLE_NROHS_CNT,  IFS_ROHS_CNT,  IFS_NROHS_CNT,  USER_COMMENTS,  ADJ_ROHS_QTY,  CASE  WHEN SITE_ID = ''LRO'' THEN NVL(SP.LRO_RHS_QUANTITY,0)  WHEN SITE_ID = ''FVE'' THEN NVL(SP.FVE_RHS_QUANTITY,0)  ELSE 0  END  STRATEGIC_MASKED_QTY_RHS,  ADJ_NROHS_QTY,  CASE  WHEN SITE_ID = ''LRO'' THEN NVL(SP.LRO_NRHS_QUANTITY,0)  WHEN SITE_ID = ''FVE'' THEN 0  ELSE 0  END  STRATEGIC_MASKED_QTY_NONROHS,  TO_CHAR (UPLOADED_DATE, ''DD-Mon-YYYY HH:Mi:SS'') UPLOADED_DATE,  UPLOADED_BY,  FILE_NAME,  APPROVER_COMMENTS,  ACTION,  IS_BTS_PROCESSED,  TO_CHAR (PROCESSED_DATE, ''DD-Mon-YYYY HH:Mi:SS'') PROCESSED_DATE,  PROCESSED_BY,  V_ATTR1,  V_ATTR2,  V_ATTR3,  V_ATTR4,  N_ATTR1,  N_ATTR2,  N_ATTR3,  N_ATTR4,  D_ATTR1,  D_ATTR2,  D_ATTR3,  D_ATTR4  FROM RC_BTS_CYCLE_UPLOAD_DATA bts  LEFT OUTER JOIN (SELECT partnumber,  LRO_RHS_QUANTITY,  LRO_NRHS_QUANTITY,  FVE_RHS_QUANTITY,  TOTAL_QUANTITY,  CREATED_ON  FROM RC_INV_STR_INV_MASK_MV  WHERE TRUNC (CREATED_ON) =  (SELECT TRUNC (MAX (CREATED_ON)) FROM RC_INV_STR_INV_MASK_MV)  ) SP  ON (BTS.REFRESH_PART_NUMBER = SP.PARTNUMBER) ';"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,RC_INV_STR_INV_MASK_MV,READ,"  || ' SELECT REQUEST_ID,  REFRESH_PART_NUMBER,  TAN_ID,  SITE_ID,  CYCLE_ROHS_CNT,  CYCLE_NROHS_CNT,  IFS_ROHS_CNT,  IFS_NROHS_CNT,  USER_COMMENTS,  ADJ_ROHS_QTY,  CASE  WHEN SITE_ID = ''LRO'' THEN NVL(SP.LRO_RHS_QUANTITY,0)  WHEN SITE_ID = ''FVE'' THEN NVL(SP.FVE_RHS_QUANTITY,0)  ELSE 0  END  STRATEGIC_MASKED_QTY_RHS,  ADJ_NROHS_QTY,  CASE  WHEN SITE_ID = ''LRO'' THEN NVL(SP.LRO_NRHS_QUANTITY,0)  WHEN SITE_ID = ''FVE'' THEN 0  ELSE 0  END  STRATEGIC_MASKED_QTY_NONROHS,  TO_CHAR (UPLOADED_DATE, ''DD-Mon-YYYY HH:Mi:SS'') UPLOADED_DATE,  UPLOADED_BY,  FILE_NAME,  APPROVER_COMMENTS,  ACTION,  IS_BTS_PROCESSED,  TO_CHAR (PROCESSED_DATE, ''DD-Mon-YYYY HH:Mi:SS'') PROCESSED_DATE,  PROCESSED_BY,  V_ATTR1,  V_ATTR2,  V_ATTR3,  V_ATTR4,  N_ATTR1,  N_ATTR2,  N_ATTR3,  N_ATTR4,  D_ATTR1,  D_ATTR2,  D_ATTR3,  D_ATTR4  FROM RC_BTS_CYCLE_UPLOAD_DATA bts  LEFT OUTER JOIN (SELECT partnumber,  LRO_RHS_QUANTITY,  LRO_NRHS_QUANTITY,  FVE_RHS_QUANTITY,  TOTAL_QUANTITY,  CREATED_ON  FROM RC_INV_STR_INV_MASK_MV  WHERE TRUNC (CREATED_ON) =  (SELECT TRUNC (MAX (CREATED_ON)) FROM RC_INV_STR_INV_MASK_MV)  ) SP  ON (BTS.REFRESH_PART_NUMBER = SP.PARTNUMBER) ';"
RC_BTS_CYCLE_ADJ_PKG,PACKAGE BODY,RC_INV_STR_INV_MASK_MV)  ) SP  ON (BTSREFRESH_PART_NUMBER = SPPARTNUMBER) ',READ,"  || ' SELECT REQUEST_ID,  REFRESH_PART_NUMBER,  TAN_ID,  SITE_ID,  CYCLE_ROHS_CNT,  CYCLE_NROHS_CNT,  IFS_ROHS_CNT,  IFS_NROHS_CNT,  USER_COMMENTS,  ADJ_ROHS_QTY,  CASE  WHEN SITE_ID = ''LRO'' THEN NVL(SP.LRO_RHS_QUANTITY,0)  WHEN SITE_ID = ''FVE'' THEN NVL(SP.FVE_RHS_QUANTITY,0)  ELSE 0  END  STRATEGIC_MASKED_QTY_RHS,  ADJ_NROHS_QTY,  CASE  WHEN SITE_ID = ''LRO'' THEN NVL(SP.LRO_NRHS_QUANTITY,0)  WHEN SITE_ID = ''FVE'' THEN 0  ELSE 0  END  STRATEGIC_MASKED_QTY_NONROHS,  TO_CHAR (UPLOADED_DATE, ''DD-Mon-YYYY HH:Mi:SS'') UPLOADED_DATE,  UPLOADED_BY,  FILE_NAME,  APPROVER_COMMENTS,  ACTION,  IS_BTS_PROCESSED,  TO_CHAR (PROCESSED_DATE, ''DD-Mon-YYYY HH:Mi:SS'') PROCESSED_DATE,  PROCESSED_BY,  V_ATTR1,  V_ATTR2,  V_ATTR3,  V_ATTR4,  N_ATTR1,  N_ATTR2,  N_ATTR3,  N_ATTR4,  D_ATTR1,  D_ATTR2,  D_ATTR3,  D_ATTR4  FROM RC_BTS_CYCLE_UPLOAD_DATA bts  LEFT OUTER JOIN (SELECT partnumber,  LRO_RHS_QUANTITY,  LRO_NRHS_QUANTITY,  FVE_RHS_QUANTITY,  TOTAL_QUANTITY,  CREATED_ON  FROM RC_INV_STR_INV_MASK_MV  WHERE TRUNC (CREATED_ON) =  (SELECT TRUNC (MAX (CREATED_ON)) FROM RC_INV_STR_INV_MASK_MV)  ) SP  ON (BTS.REFRESH_PART_NUMBER = SP.PARTNUMBER) ';
"
